Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Gls/90,npG,npG/90,xG/90,npxG/90,xG/Sh,npG-npxG,shots_p90,accuracy,conversion,shots_p90_norm,accuracy_norm,conversion_norm,Dist_norm,shooting_profile
Kylian Mbappé,FRA,FW,Real Madrid,La Liga,25,1998,32.3,31,152,75,49.3,4.71,2.32,0.16,0.32,17.3,3,7,9,25.9,18.6,0.12,5.1,5.4,Matches,0.9597523219814242,24,0.7430340557275542,0.8018575851393189,0.5758513931888546,0.17039473684210527,5.399999999999999,4.705882352941177,0.4934210526315789,0.20394736842105263,1.324890715322772,0.9093282689765336,0.6535359845780379,0.5867768595041323,Volume Shooter
Mohamed Salah,EGY,FW,Liverpool,Premier League,32,1992,37.5,29,121,50,41.3,3.23,1.33,0.17,0.4,14.5,1,9,9,25.2,18.2,0.15,3.8,1.8,Matches,0.7733333333333333,20,0.5333333333333333,0.6719999999999999,0.48533333333333334,0.20826446280991734,1.8000000000000007,3.2266666666666666,0.4132231404958678,0.2396694214876033,0.7768847293047073,0.5838176979549586,0.8641879572273038,0.2975206611570248,Balanced Shooter
Robert Lewandowski,POL,FW,Barcelona,La Liga,35,1988,29.6,27,111,45,40.5,3.75,1.52,0.22,0.53,13.2,5,3,4,27.1,24.0,0.22,-0.1,0.0,Matches,0.9121621621621622,24,0.8108108108108107,0.9155405405405406,0.8108108108108107,0.24414414414414415,0.0,3.75,0.40540540540540543,0.24324324324324326,0.970764365662371,0.552086754522347,0.8852626866478073,0.16322314049586775,Volume Shooter
Harry Kane,ENG,FW,Bayern Munich,Bundesliga,31,1993,26.5,26,105,45,42.9,3.97,1.7,0.16,0.38,16.3,6,9,9,20.3,13.3,0.13,5.7,3.7,Matches,0.9811320754716981,17,0.6415094339622641,0.7660377358490567,0.5018867924528302,0.19333333333333333,3.6999999999999993,3.9622641509433962,0.42857142857142855,0.24761904761904763,1.0494020020891364,0.6461139583267389,0.9110666857061259,0.48347107438016534,Volume Shooter
Mateo Retegui,ITA,FW,Atalanta,Serie A,25,1999,26.5,25,99,32,32.3,3.74,1.21,0.21,0.66,12.8,2,4,5,18.9,14.9,0.15,6.1,6.1,Matches,0.9433962264150944,21,0.7924528301886793,0.7132075471698113,0.5622641509433962,0.1909090909090909,6.1,3.7358490566037736,0.32323232323232326,0.25252525252525254,0.9655218565672533,0.21855928244178482,0.939998442226059,0.12190082644628113,Volume Shooter
Alexander Isak,SWE,FW,Newcastle Utd,Premier League,24,1999,30.6,23,95,41,43.2,3.1,1.34,0.2,0.46,14.5,3,4,4,20.3,17.2,0.18,2.7,1.8,Matches,0.7516339869281046,19,0.6209150326797386,0.6633986928104575,0.5620915032679739,0.2136842105263158,1.8000000000000007,3.104575163398693,0.43157894736842106,0.24210526315789474,0.7316534116181687,0.6583209988206425,0.8785520491218047,0.2975206611570248,Penalty Box Scorer
Erling Haaland,NOR,FW,Manchester City,Premier League,24,2000,30.4,22,104,55,52.9,3.42,1.81,0.18,0.35,12.3,1,3,4,22.0,18.8,0.19,0.0,0.2,Matches,0.7236842105263158,19,0.625,0.7236842105263158,0.618421052631579,0.21153846153846154,0.1999999999999993,3.4210526315789473,0.5288461538461539,0.21153846153846154,0.8488990226618282,1.0531131209479936,0.6983004536517315,0.07024793388429766,Penalty Box Scorer
Mason Greenwood,ENG,"FW,MF",Marseille,Ligue 1,22,2001,31.2,21,111,45,40.5,3.56,1.44,0.13,0.31,19.8,3,7,9,16.3,9.1,0.08,4.7,4.9,Matches,0.6730769230769231,14,0.44871794871794873,0.5224358974358975,0.2916666666666667,0.14684684684684685,4.9,3.557692307692308,0.40540540540540543,0.1891891891891892,0.899520011292823,0.552086754522347,0.5665074041626947,0.8450413223140496,Distance Shooter
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,28,1996,18.7,21,68,32,47.1,3.63,1.71,0.29,0.63,11.8,0,1,1,12.7,11.9,0.17,8.3,8.1,Matches,1.1229946524064172,20,1.0695187165775402,0.6791443850267379,0.6363636363636364,0.18676470588235294,8.1,3.6363636363636367,0.47058823529411764,0.3088235294117647,0.9286654289894564,0.8166534946386265,1.2719878455451865,0.0185950413223142,Penalty Box Scorer
Ousmane Dembélé,FRA,FW,Paris S-G,Ligue 1,27,1997,19.2,21,96,49,51.0,4.99,2.55,0.21,0.41,16.0,0,1,1,16.6,15.8,0.16,4.4,4.2,Matches,1.09375,20,1.0416666666666667,0.8645833333333335,0.8229166666666667,0.1729166666666667,4.199999999999999,5.0,0.5104166666666666,0.21875,1.433852669064434,0.9783107634342696,0.7408266992717406,0.4524793388429752,Volume Shooter
Serhou Guirassy,GUI,FW,Dortmund,Bundesliga,28,1996,28.9,21,86,33,38.4,2.98,1.14,0.21,0.55,12.1,1,3,4,22.7,19.6,0.23,-1.7,-1.6,Matches,0.726643598615917,18,0.6228373702422145,0.7854671280276817,0.6782006920415226,0.26395348837209304,-1.6000000000000014,2.975778546712803,0.38372093023255816,0.2441860465116279,0.683938046254173,0.4640729184031196,0.8908223718074312,0.04958677685950417,Clinical Finisher
Ante Budimir,CRO,FW,Osasuna,La Liga,33,1991,32.8,21,91,29,31.9,2.77,0.88,0.14,0.45,13.3,0,8,8,18.3,12.3,0.14,2.7,0.7,Matches,0.6402439024390244,13,0.39634146341463417,0.5579268292682927,0.37500000000000006,0.2010989010989011,0.6999999999999993,2.774390243902439,0.31868131868131866,0.23076923076923078,0.6093295922753952,0.2000874787418024,0.811703775305089,0.17355371900826458,Clinical Finisher
Chris Wood,NZL,FW,Nott'ham Forest,Premier League,32,1991,32.9,20,65,32,49.2,1.98,0.97,0.26,0.53,13.5,0,3,3,13.4,11.0,0.17,6.6,6.0,Matches,0.60790273556231,17,0.5167173252279635,0.4072948328267477,0.3343465045592705,0.20615384615384616,6.0,1.9756838905775076,0.49230769230769234,0.3076923076923077,0.31343233621324224,0.9048093164860023,1.2653170619185183,0.1942148760330579,Efficient Poacher
Bryan Mbeumo,CMR,FW,Brentford,Premier League,24,1999,37.9,20,79,34,43.0,2.08,0.9,0.19,0.44,17.9,6,5,6,12.3,7.5,0.1,7.7,7.5,Matches,0.5277044854881267,15,0.395778364116095,0.3245382585751979,0.1978891820580475,0.15569620253164557,7.5,2.0844327176781,0.43037974683544306,0.25316455696202533,0.3537205840844244,0.6534536345730735,0.9437684030533027,0.6487603305785122,Balanced Shooter
Alexander Sørloth,NOR,FW,Atlético Madrid,La Liga,28,1995,17.4,20,78,40,51.3,4.48,2.3,0.24,0.48,12.0,0,1,1,16.8,16.0,0.21,3.2,3.0,Matches,1.149425287356322,19,1.0919540229885059,0.9655172413793105,0.9195402298850576,0.2153846153846154,3.0,4.482758620689656,0.5128205128205128,0.2564102564102564,1.2422299228290978,0.9880675926751901,0.9629082041762319,0.039256198347107515,Penalty Box Scorer
Ayoze Pérez,ESP,FW,Villarreal,La Liga,31,1993,21.9,19,75,31,41.3,3.43,1.42,0.25,0.61,14.2,0,0,0,12.7,12.7,0.18,6.3,6.3,Matches,0.8675799086757991,19,0.8675799086757991,0.5799086757990868,0.5799086757990868,0.16933333333333334,6.300000000000001,3.4246575342465757,0.41333333333333333,0.25333333333333335,0.8502345332700534,0.5842649531576277,0.944763672711695,0.26652892561983466,Volume Shooter
Yoane Wissa,COD,FW,Brentford,Premier League,27,1996,32.4,19,90,41,45.6,2.77,1.26,0.21,0.46,13.2,0,0,0,18.5,18.5,0.21,0.5,0.5,Matches,0.5864197530864198,19,0.5864197530864198,0.5709876543209876,0.5709876543209876,0.20555555555555555,0.5,2.7777777777777777,0.45555555555555555,0.2111111111111111,0.6105845741274332,0.7556382383137067,0.6957803798372125,0.16322314049586775,Balanced Shooter
Raphinha,BRA,"FW,MF",Barcelona,La Liga,27,1996,31.5,18,112,40,35.7,3.55,1.27,0.14,0.4,19.1,18,2,2,19.2,17.6,0.16,-1.2,-1.6,Matches,0.5714285714285714,16,0.5079365079365079,0.6095238095238095,0.5587301587301587,0.17142857142857143,-1.6000000000000014,3.5555555555555554,0.35714285714285715,0.16071428571428573,0.8987284073553834,0.3561967465965303,0.3985916749964301,0.7727272727272728,Distance Shooter
Jonathan Burkardt,GER,FW,Mainz 05,Bundesliga,24,2000,23.4,18,70,28,40.0,2.99,1.19,0.23,0.57,13.6,0,2,2,14.8,13.2,0.19,3.2,2.8,Matches,0.7692307692307693,16,0.6837606837606838,0.6324786324786326,0.5641025641025641,0.21142857142857144,2.8000000000000007,2.9914529914529915,0.4,0.2571428571428571,0.6897449678713756,0.5301470736346555,0.9672283307154074,0.20454545454545456,Clinical Finisher
Moise Kean,ITA,FW,Fiorentina,Serie A,24,2000,29.1,17,98,45,45.9,3.37,1.55,0.16,0.36,15.0,0,1,2,19.4,17.9,0.18,-0.4,0.1,Matches,0.5841924398625429,16,0.549828178694158,0.6666666666666666,0.6151202749140893,0.19795918367346937,-1.8999999999999986,3.3676975945017182,0.45918367346938777,0.17346938775510204,0.8291325477833896,0.7703641919253998,0.4738081638481466,0.34917355371900827,Volume Shooter
Julián Álvarez,ARG,FW,Atlético Madrid,La Liga,24,2000,27.9,17,70,36,51.4,2.51,1.29,0.19,0.36,18.3,5,4,4,14.1,11.0,0.16,2.9,2.0,Matches,0.6093189964157706,13,0.4659498207885305,0.5053763440860215,0.3942652329749104,0.20142857142857143,2.0,2.5089605734767026,0.5142857142857142,0.24285714285714285,0.5109956916753767,0.9940146124029892,0.8829858632014848,0.6900826446280992,Clinical Finisher
Arnaud Kalimuendo,FRA,"FW,MF",Rennes,Ligue 1,22,2002,28.6,17,68,29,42.6,2.37,1.01,0.18,0.41,16.7,1,5,8,14.9,8.9,0.13,2.1,3.1,Matches,0.5944055944055944,12,0.4195804195804196,0.5209790209790209,0.3111888111888112,0.21911764705882353,3.0999999999999996,2.3776223776223775,0.4264705882352941,0.25,0.4623387458433229,0.6375869815111446,0.9251070969584463,0.524793388429752,Clinical Finisher
Ollie Watkins,ENG,FW,Aston Villa,Premier League,28,1995,28.9,16,82,36,43.9,2.84,1.25,0.17,0.39,12.1,0,2,2,15.3,13.8,0.17,0.7,0.2,Matches,0.5536332179930796,14,0.4844290657439447,0.5294117647058824,0.4775086505190312,0.18658536585365854,0.1999999999999993,2.837370242214533,0.43902439024390244,0.1951219512195122,0.6326618327286849,0.6885408673604281,0.601492740045207,0.04958677685950417,Balanced Shooter
Jonathan David,CAN,FW,Lille,Ligue 1,24,2000,28.4,16,66,28,42.4,2.33,0.99,0.15,0.36,15.3,0,6,7,16.2,10.7,0.16,-0.2,-0.7,Matches,0.5633802816901409,10,0.35211267605633806,0.5704225352112676,0.3767605633802817,0.24545454545454545,-0.6999999999999993,2.323943661971831,0.42424242424242425,0.24242424242424243,0.44245235755579226,0.6285432182218779,0.8804330611556086,0.38016528925619847,Clinical Finisher
Tim Kleindienst,GER,FW,Gladbach,Bundesliga,28,1995,30.4,16,73,36,49.3,2.4,1.18,0.21,0.42,12.9,0,1,2,13.6,11.9,0.16,2.4,3.1,Matches,0.5263157894736842,15,0.493421052631579,0.4473684210526316,0.39144736842105265,0.18630136986301368,3.0999999999999996,2.4013157894736845,0.4931506849315068,0.2191780821917808,0.4711164593601454,0.9082308894800782,0.7433510882811475,0.13223140495867777,Clinical Finisher
Hugo Ekitike,FRA,FW,Eint Frankfurt,Bundesliga,22,2002,28.5,15,114,44,38.6,4.0,1.55,0.12,0.32,15.3,1,1,3,21.6,19.3,0.17,-6.6,-5.3,Matches,0.5263157894736842,14,0.49122807017543857,0.7578947368421053,0.6771929824561403,0.18947368421052632,-5.300000000000001,4.0,0.38596491228070173,0.13157894736842105,1.0633820263427836,0.4731808846631056,0.2267813794088247,0.38016528925619847,Volume Shooter
Oihan Sancet,ESP,MF,Athletic Club,La Liga,24,2000,18.0,15,47,17,36.2,2.61,0.94,0.26,0.71,16.7,1,3,3,9.7,7.3,0.16,5.3,4.7,Matches,0.8333333333333334,12,0.6666666666666666,0.5388888888888889,0.40555555555555556,0.20638297872340425,4.7,2.611111111111111,0.3617021276595745,0.3191489361702128,0.5488394670071582,0.37470210053675646,1.3328764875843482,0.524793388429752,Clinical Finisher
Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,33,1991,22.8,15,53,31,58.5,2.33,1.36,0.19,0.32,13.5,1,5,6,16.3,11.7,0.22,-1.3,-1.7,Matches,0.6578947368421052,10,0.43859649122807015,0.7149122807017544,0.513157894736842,0.30754716981132074,-1.6999999999999993,2.324561403508772,0.5849056603773585,0.2830188679245283,0.4426812126600186,1.2806497424909693,1.1198184605519466,0.1942148760330579,Clinical Finisher
Matheus Cunha,BRA,"MF,FW",Wolves,Premier League,25,1999,28.9,15,110,44,40.0,3.81,1.52,0.14,0.34,20.5,12,0,0,8.6,8.6,0.08,6.4,6.4,Matches,0.5190311418685122,15,0.5190311418685122,0.2975778546712803,0.2975778546712803,0.07818181818181817,6.4,3.8062283737024223,0.4,0.13636363636363635,0.9915953274071005,0.5301470736346555,0.2549965599158801,0.9173553719008264,Distance Shooter
Ademola Lookman,NGA,"MF,FW",Atalanta,Serie A,26,1997,25.0,15,81,32,39.5,3.24,1.28,0.17,0.44,14.7,0,1,1,10.3,9.5,0.12,4.7,4.5,Matches,0.6,14,0.56,0.41200000000000003,0.38,0.1271604938271605,4.5,3.24,0.3950617283950617,0.18518518518518517,0.7818243378743295,0.5101034145520731,0.5428959017563899,0.3181818181818181,Balanced Shooter
Ermedin Demirović,BIH,FW,Stuttgart,Bundesliga,26,1998,20.6,15,64,27,42.2,3.11,1.31,0.23,0.56,11.3,0,0,2,14.1,12.4,0.19,0.9,2.6,Matches,0.7281553398058251,15,0.7281553398058251,0.6844660194174756,0.6019417475728155,0.2203125,2.5999999999999996,3.1067961165048543,0.421875,0.234375,0.732476209542863,0.6189342197270319,0.8329668981150935,-0.03305785123966926,Penalty Box Scorer
Riccardo Orsolini,ITA,FW,Bologna,Serie A,27,1997,20.9,15,72,25,34.7,3.45,1.2,0.17,0.48,17.5,6,3,3,10.1,7.8,0.11,4.9,4.2,Matches,0.7177033492822967,12,0.5741626794258373,0.48325358851674644,0.37320574162679426,0.14027777777777778,4.2,3.444976076555024,0.3472222222222222,0.20833333333333334,0.8577619566982314,0.31593046718955675,0.6793999000428387,0.6074380165289256,Volume Shooter
Omar Marmoush,EGY,FW,Eint Frankfurt,Bundesliga,25,1999,16.1,15,75,34,45.3,4.66,2.11,0.17,0.38,18.1,6,2,2,8.8,7.3,0.1,6.2,5.7,Matches,0.9316770186335402,13,0.8074534161490683,0.546583850931677,0.45341614906832295,0.11733333333333335,5.7,4.658385093167701,0.4533333333333333,0.2,1.3072943749669754,0.7466185917265445,0.6302584606597172,0.6694214876033059,Volume Shooter
Cole Palmer,ENG,"MF,FW",Chelsea,Premier League,22,2002,35.5,15,121,44,36.4,3.41,1.24,0.09,0.25,20.4,12,4,5,17.3,13.3,0.11,-2.3,-2.3,Matches,0.4225352112676056,11,0.30985915492957744,0.48732394366197185,0.37464788732394366,0.14297520661157026,-2.3000000000000007,3.408450704225352,0.36363636363636365,0.12396694214876033,0.8442303785356101,0.382552856753822,0.18189359223850934,0.9070247933884296,Distance Shooter
Romelu Lukaku,BEL,FW,Napoli,Serie A,31,1993,31.6,14,60,20,33.3,1.9,0.63,0.18,0.55,14.3,1,3,4,13.0,9.8,0.17,1.0,1.2,Matches,0.4430379746835443,11,0.3481012658227848,0.4113924050632911,0.310126582278481,0.21666666666666667,1.1999999999999993,1.8987341772151898,0.3333333333333333,0.23333333333333334,0.2849247264466576,0.25955767601979396,0.8268242181922033,0.27685950413223154,Balanced Shooter
Marcus Thuram,FRA,FW,Inter,Serie A,26,1997,24.4,14,64,27,42.2,2.62,1.1,0.22,0.52,13.1,0,0,0,9.9,9.9,0.15,4.1,4.1,Matches,0.5737704918032788,14,0.5737704918032788,0.40573770491803285,0.40573770491803285,0.1546875,4.1,2.6229508196721314,0.421875,0.21875,0.5532257314473964,0.6189342197270319,0.7408266992717406,0.1528925619834711,Clinical Finisher
Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,27,1997,29.4,14,68,29,42.6,2.31,0.99,0.18,0.41,15.5,0,2,2,13.6,12.0,0.18,0.4,0.0,Matches,0.4761904761904762,12,0.40816326530612246,0.46258503401360546,0.40816326530612246,0.19999999999999998,0.0,2.312925170068027,0.4264705882352941,0.20588235294117646,0.4383703297783667,0.6375869815111446,0.6649465355183911,0.40082644628099173,Balanced Shooter
Jørgen Strand Larsen,NOR,FW,Wolves,Premier League,24,2000,28.7,14,54,33,61.1,1.88,1.15,0.26,0.42,11.3,0,0,0,10.3,10.3,0.19,3.7,3.7,Matches,0.4878048780487805,14,0.4878048780487805,0.35888501742160284,0.35888501742160284,0.19074074074074077,3.6999999999999993,1.8815331010452963,0.6111111111111112,0.25925925925925924,0.2785522327024931,1.3870134994150503,0.9797086962730256,-0.03305785123966926,Efficient Poacher
Emanuel Emegha,NED,FW,Strasbourg,Ligue 1,21,2003,25.5,14,61,35,57.4,2.39,1.37,0.23,0.4,12.5,0,0,0,17.0,17.0,0.28,-3.0,-3.0,Matches,0.5490196078431373,14,0.5490196078431373,0.6666666666666666,0.6666666666666666,0.2786885245901639,-3.0,2.392156862745098,0.5737704918032787,0.22950819672131148,0.46772334588836545,1.2354538641389663,0.8042674919179834,0.09090909090909098,Clinical Finisher
Bradley Barcola,FRA,FW,Paris S-G,Ligue 1,21,2002,24.2,14,74,38,51.4,3.05,1.57,0.19,0.37,13.2,0,0,0,13.4,13.4,0.18,0.6,0.6,Matches,0.578512396694215,14,0.578512396694215,0.5537190082644629,0.5537190082644629,0.1810810810810811,0.5999999999999996,3.0578512396694215,0.5135135135135135,0.1891891891891892,0.7143435695637081,0.9908803722761762,0.5665074041626947,0.16322314049586775,Penalty Box Scorer
Kiké,ESP,FW,Alavés,La Liga,34,1989,28.2,13,60,24,40.0,2.12,0.85,0.17,0.42,15.4,0,3,3,9.6,7.2,0.12,3.4,2.8,Matches,0.46099290780141844,10,0.3546099290780142,0.3404255319148936,0.25531914893617025,0.16,2.8,2.127659574468085,0.4,0.21666666666666667,0.3697348655022469,0.5301470736346555,0.7285413394259602,0.3904958677685951,Balanced Shooter
Luis Díaz,COL,FW,Liverpool,Premier League,27,1997,26.7,13,71,30,42.3,2.66,1.13,0.18,0.43,13.4,0,0,0,12.0,12.0,0.17,1.0,1.0,Matches,0.4868913857677903,13,0.4868913857677903,0.449438202247191,0.449438202247191,0.16901408450704225,1.0,2.659176029962547,0.4225352112676056,0.18309859154929578,0.5666461083864136,0.6216139122650312,0.530591315995358,0.18388429752066124,Balanced Shooter
Benjamin Šeško,SVN,"FW,MF",RB Leipzig,Bundesliga,21,2003,26.4,13,66,29,43.9,2.5,1.1,0.17,0.38,17.5,0,2,2,10.0,8.4,0.13,3.0,2.6,Matches,0.49242424242424243,11,0.4166666666666667,0.3787878787878788,0.31818181818181823,0.15151515151515152,2.5999999999999996,2.5,0.4393939393939394,0.19696969696969696,0.5076760622603081,0.6900408085888918,0.612388846338582,0.6074380165289256,Balanced Shooter
Ludovic Ajorque,FRA,FW,Brest,Ligue 1,30,1994,27.7,13,53,25,47.2,1.91,0.9,0.25,0.52,12.1,0,0,1,10.4,9.6,0.18,2.6,3.4,Matches,0.4693140794223827,13,0.4693140794223827,0.37545126353790614,0.34657039711191334,0.19622641509433963,3.4000000000000004,1.9133574007220218,0.4716981132075472,0.24528301886792453,0.290342201457896,0.8211583125789405,0.8972911878736606,0.04958677685950417,Efficient Poacher
Mika Biereth,DEN,FW,Monaco,Ligue 1,21,2003,13.6,13,40,22,55.0,2.93,1.61,0.3,0.55,11.6,0,1,2,11.3,9.7,0.24,1.7,2.3,Matches,0.9558823529411765,12,0.8823529411764706,0.8308823529411765,0.7132352941176471,0.28250000000000003,2.3000000000000007,2.9411764705882355,0.55,0.325,0.671118992872801,1.138973218268094,1.36738005140654,-0.0020661157024792947,Clinical Finisher
Jarrod Bowen,ENG,"FW,MF",West Ham,Premier League,27,1996,33.0,13,86,36,41.9,2.6,1.09,0.14,0.33,17.4,1,1,1,8.6,7.8,0.09,4.4,4.2,Matches,0.3939393939393939,12,0.36363636363636365,0.2606060606060606,0.23636363636363636,0.09999999999999999,4.2,2.606060606060606,0.4186046511627907,0.1511627906976744,0.5469684031550286,0.6056603938992681,0.34226676939119105,0.5971074380165288,Balanced Shooter
Scott McTominay,SCO,MF,Napoli,Serie A,27,1996,32.6,12,76,33,43.4,2.33,1.01,0.16,0.36,15.3,2,0,0,7.4,7.4,0.1,4.6,4.6,Matches,0.36809815950920244,12,0.36809815950920244,0.22699386503067484,0.22699386503067484,0.09736842105263159,4.6,2.331288343558282,0.4342105263157895,0.15789473684210525,0.44517334646371065,0.6690021592528081,0.3819648721976295,0.38016528925619847,Balanced Shooter
Artem Dovbyk,UKR,FW,Roma,Serie A,27,1997,26.9,12,61,25,41.0,2.27,0.93,0.16,0.4,13.7,0,2,2,11.9,10.3,0.17,0.1,-0.3,Matches,0.446096654275093,10,0.3717472118959108,0.44237918215613387,0.38289962825278817,0.19508196721311477,-0.3000000000000007,2.2676579925650557,0.4098360655737705,0.19672131147540983,0.4216001694346459,0.5700700995122581,0.6109241238532431,0.21487603305785122,Balanced Shooter
Lorenzo Lucca,ITA,FW,Udinese,Serie A,23,2000,26.1,12,64,25,39.1,2.45,0.96,0.17,0.44,13.6,0,1,1,7.6,6.8,0.11,4.4,4.2,Matches,0.45977011494252873,11,0.421455938697318,0.2911877394636015,0.26053639846743293,0.11875,4.2,2.4521072796934864,0.390625,0.1875,0.48993321538666584,0.4920954395950656,0.5565463015850349,0.20454545454545456,Balanced Shooter
Liam Delap,ENG,FW,Ipswich Town,Premier League,21,2003,28.8,12,66,29,43.9,2.29,1.01,0.15,0.34,16.0,0,2,2,9.3,7.8,0.12,2.7,2.2,Matches,0.41666666666666663,10,0.3472222222222222,0.3229166666666667,0.2708333333333333,0.14090909090909093,2.2,2.2916666666666665,0.4393939393939394,0.18181818181818182,0.4304946783599643,0.6900408085888918,0.5230407747329066,0.4524793388429752,Balanced Shooter
Javi Puado,ESP,"FW,MF",Espanyol,La Liga,26,1998,33.0,12,66,19,28.8,2.0,0.57,0.11,0.37,20.7,0,5,5,11.6,7.7,0.12,0.4,-0.7,Matches,0.36363636363636365,7,0.21212121212121213,0.3515151515151515,0.23333333333333334,0.17575757575757575,-0.7000000000000002,2.0,0.2878787878787879,0.18181818181818182,0.322440740899483,0.0750649049187522,0.5230407747329066,0.9380165289256197,Balanced Shooter
Lucas Stassin,BEL,FW,Saint-Étienne,Ligue 1,19,2004,21.0,12,44,23,52.3,2.1,1.1,0.27,0.52,14.1,0,0,0,7.0,7.0,0.18,3.0,3.0,Matches,0.5714285714285714,12,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.1590909090909091,5.0,2.0952380952380953,0.5227272727272727,0.2727272727272727,0.3577236592539259,1.0282775556074686,1.0591292043669593,0.256198347107438,Efficient Poacher
Nick Woltemade,GER,"FW,MF",Stuttgart,Bundesliga,22,2002,18.0,12,46,23,50.0,2.55,1.28,0.22,0.43,12.3,0,2,3,10.2,8.0,0.17,1.8,2.0,Matches,0.6666666666666666,10,0.5555555555555556,0.5666666666666667,0.4444444444444444,0.2217391304347826,2.0,2.5555555555555554,0.5,0.2608695652173913,0.5282577646337331,0.9360311700569477,0.9892046265886048,0.07024793388429766,Clinical Finisher
Jamal Musiala,GER,MF,Bayern Munich,Bundesliga,21,2003,20.0,12,68,31,45.6,3.4,1.55,0.18,0.39,15.1,0,0,0,9.3,9.3,0.14,2.7,2.7,Matches,0.6,12,0.6,0.465,0.465,0.13676470588235295,2.6999999999999993,3.4,0.45588235294117646,0.17647058823529413,0.8410996407097934,0.7569646569294658,0.49150616122502117,0.3595041322314049,Volume Shooter
Lautaro Martínez,ARG,FW,Inter,Serie A,26,1997,27.5,12,99,33,33.3,3.6,1.2,0.12,0.36,13.8,0,0,0,13.5,13.5,0.13,-1.5,-1.5,Matches,0.43636363636363634,12,0.43636363636363634,0.4909090909090909,0.4909090909090909,0.13636363636363635,-1.5,3.6,0.3333333333333333,0.12121212121212122,0.9151937692541235,0.25955767601979396,0.1656484883102047,0.22520661157024804,Volume Shooter
Michael Olise,FRA,"FW,MF",Bayern Munich,Bundesliga,22,2001,25.9,12,86,36,41.9,3.32,1.39,0.14,0.33,17.6,7,0,0,9.7,9.7,0.11,2.3,2.3,Matches,0.46332046332046334,12,0.46332046332046334,0.3745173745173745,0.3745173745173745,0.1127906976744186,2.3000000000000007,3.3204633204633205,0.4186046511627907,0.13953488372093023,0.8116336359218939,0.6056603938992681,0.27369731908916106,0.6177685950413224,Volume Shooter
Evann Guessand,CIV,"FW,MF",Nice,Ligue 1,23,2001,28.5,12,63,27,42.9,2.21,0.95,0.19,0.44,12.7,0,0,0,9.2,9.2,0.15,2.8,2.8,Matches,0.42105263157894735,12,0.42105263157894735,0.3228070175438596,0.3228070175438596,0.146031746031746,2.8000000000000007,2.210526315789474,0.42857142857142855,0.19047619047619047,0.4004345604198305,0.6461139583267389,0.5740968156504354,0.11157024793388429,Balanced Shooter
Raúl Jiménez,MEX,FW,Fulham,Premier League,33,1991,27.7,12,93,30,32.3,3.36,1.08,0.1,0.3,14.5,1,3,3,12.0,9.6,0.1,0.0,-0.6,Matches,0.4332129963898917,9,0.3249097472924188,0.4332129963898917,0.34657039711191334,0.12903225806451613,-0.5999999999999996,3.357400722021661,0.3225806451612903,0.12903225806451613,0.8253178588176798,0.21591422479159053,0.2117636220421662,0.2975206611570248,Volume Shooter
Justin Kluivert,NED,MF,Bournemouth,Premier League,25,1999,26.0,12,57,23,40.4,2.19,0.88,0.11,0.26,20.0,0,6,6,10.3,5.6,0.1,1.7,0.4,Matches,0.46153846153846156,6,0.23076923076923078,0.3961538461538462,0.21538461538461537,0.18070175438596492,0.40000000000000036,2.1923076923076925,0.40350877192982454,0.21052631578947367,0.3936850952690312,0.5443886208775428,0.692331857775239,0.8657024793388429,Balanced Shooter
Cristhian Stuani,URU,FW,Girona,La Liga,37,1986,12.0,11,31,16,51.6,2.59,1.34,0.26,0.5,12.7,0,3,3,8.1,5.8,0.19,2.9,2.2,Matches,0.9166666666666666,8,0.6666666666666666,0.6749999999999999,0.48333333333333334,0.26129032258064516,2.2,2.5833333333333335,0.5161290322580645,0.3548387096774194,0.5385486158204458,1.0014963468992528,1.5433381085525557,0.11157024793388429,Clinical Finisher
Hugo Duro,ESP,FW,Valencia,La Liga,24,1999,24.1,11,48,16,33.3,1.99,0.66,0.21,0.63,11.1,1,1,1,9.4,8.6,0.18,1.6,1.4,Matches,0.45643153526970953,10,0.41493775933609955,0.3900414937759336,0.3568464730290456,0.19583333333333333,1.4000000000000004,1.9917012448132778,0.3333333333333333,0.22916666666666666,0.3193662957316684,0.25955767601979396,0.8022534985006423,-0.053719008264462756,Balanced Shooter
Borja Iglesias,ESP,FW,Celta Vigo,La Liga,31,1993,21.7,11,46,28,60.9,2.12,1.29,0.24,0.39,13.4,0,0,0,9.3,9.3,0.2,1.7,1.7,Matches,0.5069124423963134,11,0.5069124423963134,0.4285714285714286,0.4285714285714286,0.2021739130434783,1.6999999999999993,2.119815668202765,0.6086956521739131,0.2391304347826087,0.3668289285066854,1.3772095357333525,0.8610095673282878,0.18388429752066124,Efficient Poacher
